,Word,Mnemonic_1,Mnemonic_2,Mnemonic_3,Mnemonic_4,Mnemonic_5,Mnemonic_6,Mnemonic_7,Mnemonic_8,Mnemonic_9,Mnemonic_10,Mnemonic_11,Mnemonic_12,Mnemonic_13,Mnemonic_14,Mnemonic_15,Mnemonic_16,Mnemonic_17,Mnemonic_18,Mnemonic_19,Mnemonic_20,Mnemonic_21,Mnemonic_22,Mnemonic_23,Mnemonic_24,Mnemonic_25,Mnemonic_26
811,endemic,simple think of epidemic as an epidemic desease that spreads a vast area and endemic disease as a disease that spreads only a confined area,epidemic is something that is confined to vast area and endemic is confined to small area,end of(demic)democracy-this characteristic;nw a days;is confined to a very little no of countries..,"Think: ""In a demographic;"" which relates to a specific portion of the population.",The disease only spreads in a certain area; so epiDEMY ENDs outside of that aream (endemic),endemic = mic(sound) can be reached up to only certain region,,,,,,,,,,,,,,,,,,,,
812,disdain,try to relate it with WISDEN...Wisden is the official site that honours cricketers...so DISDAIN is the opposite of that.,divide it like dis(dish)+dain(rhyms like vain..means useless)....think you hav ordered for a dish ; but it is useless or in vain; beacuse you can cook better than this; so you REJECT THE order; you disdain the order.,,"Dis+dain= not+dainty
(dainty means which is tasteful) so disdain mean not pretty and tasteful..","try to imagine dat u ask a girl out & every time u try 2 set a time & date she keeps telling u ""This Day?No!"";she obviously is treating u with contempt; u probably should focus ur energy on someone else!",another one:dis+(D)ain....just focus on disain....decent..IN TODAY'S world ; buisness offers from decent people are REJECTED; because they don't OFFER any BRIBE.,If we are the cause behind DIS(this)+DAIN(dent)on car... one will show contempt on us,dis+pain:u'll shoe contempt on those who hav caused you this pain!!,"dis+dain(zidane)
footballer zidane of spain showed DISRESPECT to the refree.hence he was shown the red card.",dis+dain;dis+drain(rhymes with dain). you look at the person in drain with contempt..,its like this+day so remmeber as this day was so fucking gone wrong wat else could go wrong so u r actually so tensed up and u treat ur copartners with contempt and scorn and hate and rudeness,sounds Dis + Gain>>> the feelings a person gets when he does something wrong.. hared; contempt.. all -ve feelings..,,,,,,,,,,,,,,
813,quash,squash also means the same - compress/suppress.,quash can be framed as CRUSH to ash; so qu+(ASH),in the game of SQUASH my advancement to win the match was CRUSHED by the opponent,quash:qua-sh:quite-shshshsh using force.,in the game of SQUASH my advancement to win the match was CRUSHED by the opponent,,,,,,,,,,,,,,,,,,,,,
814,august,August.. The month of the sun sign - LEO the lion (the king of the forest;the most majestic animal),the 15th AUGUST celebrations at the redfort are IMPRESSIVE,august reminds the king Augustus who was majestic and impressive,"In addition to what aka.bhagvanji said.. August=>The month of the sun sign - LEO the lion (the king of the forest;the most majestic animal ""INSPIRING RESPECT AND ADMIRATION"")",august- is usually an impressive beautiful month in the u.s,au stands for gold. which is a majestic mineral,,,,,,,,,,,,,,,,,,,,
815,quibble,mnemonic in hindi.. read it as qui(kyun)+bble(bill)..KYUN BILL ITNA ZYADA HAI?; you OBJECT to reading of meter & COMPLAIN to the authorities..,Query + babble (minor objection/murmuring).,"Remember; the magazine by Luna LoveGod's father - ""The quibbler""; it was called so because it carried petty criticism of people.",QUIBble->quib->rhymes with crib(cribbing) means complain; raise petty objections,pebble...small piece of rock..,Quibble is to Squabble..,relate it to foible,dribble-sound-objection/complaint,,,,,,,,,,,,,,,,,,
816,recant,"RE (again) + CANT (cannot) = ""I have told you this AGAIN and AGAIN; it CANNOT be done; it has been REJECTED.""","re + chant(sing): singing/telling  again. what??
telling what i told earlier is wrong wrong!!",re+cant telling that it cant which means it is wrong and DISAVOWED; DISCLAIMED,RECANT = when you REspond i CANÂ´T say it again; you're recanting what you've said before.,"recant means to publicly take back.
DECANT means to pour out.RECANT means to pour in back..that is to take back and confess.",RAJANIKANT.....actor....in his movies; when a criminal sees him; the criminal RECANTS after he is injured by RAJNIKANT,When u recant something; u simply cant refrain from recalling and correcting what u said earlier.,when we decant; we make something pure...,RECANT=RECOUNT...when uapply for recount en pass..then already establishedfact that u failed...is put down!!,RECANT=RECOUNT...when uapply for recount en pass..then already establishedfact that u failed...is put down!!,"becoz of ""cant"" i.e military pressure this cant be done or formaly rejected",As Decant is to empty.. similarly recant is to fill back again .. or we may say that we are taking in wht was decanted before..,Re+cant=Reet(hindu religious law) cant be accepted.So i reject it.,Re earlier said he Wreck Ant but now Re can't??,,,,,,,,,,,,
817,inchoate,"choate seems like ""chote""..for example ""chote bachche"" means not fully grown up or in the initial stage of life.","inch(o)+ate  i've ""just begun"" to eat an inch",inchoate ~ in + [ch]aos + st[ate],IN the PROCESS OF MAKING CHOcklATE;meaning a process that has jus begun,inch+ ateïƒ  he ate like inch so not fully developed,in choclate age; immature; incipient,Picture a caterpillar in his cocoon. Imagine the cocoon as an over coat with a large fur collar wrapped around the caterpillar; which is IN COAT.,"inch+o+ate
Of a large pizza i have JUST BEGUN to --eat-- an ---inch--.","IN + choate(cacuun)like butterfly metamorphism
Not inital stage/ not fully formed","focus on choate which is de short form of chocklate....the preparation of home made chocklates has ""jus begun"" and it is ""yet to be completed""",inc (increasingly) + hoate (hot) - garmi is inc pehle itni nahi thi .. means it garmi is starting now,Chotee like the Bid Naked some is about her initial stage of marriage to her drummer Chotee,"[Imagine the scene in ""Harry Potter"" where Harry and Cho ate together in a pub.] the INcipient relationship of Harry and CHO; who ATE together in a pub; was immature.",inchoate = inch + o + ate; It is only inch in length; why you ate it; It will grow to a large size.,the beginner was not IN COAT FOR THE MEETING,,,,,,,,,,,
818,abeyance,a+beyance .. here concentrate on beyance.. it sounds like buoyancy which which suspends objects above the ground level..,"remember ""abey"" in hindi... abey mat karo... do it later!",Interpret it as opposite of obey+ance -- not obeying the given orders and suspend the work (action),Interpret it as opposite of obey+ance -- not obeying. Not obeying the orders of his Commanding officer resulted in the captain's suspension for 13 days.,ABHAYAS(practice) - due to lack of practice; main event got delayed.,if you will not OBEY you will get suspended,abey+dance.. due to delay in dance; audience are angry.. due to abeyance in the show audience are frustrated..,"Abe=Abhe; yance=yan: Abheyaan:
suspend(abeyance) flow of black money to overseas banks. bharat ka kala dhan abheyan",keep at bay,abey+ance=>Consider abey as opp of  obey(disrespectful)+ ance as the offense given for the act of not obeying(suspension),"a+beyance
concentrate on beyance;while beyance was dancing;everybody  was just watching her;suspended thier work",abeyance is somewht suspense in its pronunciation.suspence means keeping in suspended action.so; abeyance means suspended action.,Beyonce had abeyance in her job when her child was born,word contains buoyancy >>> its a state of suspension on water..,abhey+dance: Abhay is dancing once his mom shouts loudly abhay.. he stop dancing for a moment. Temporary suspension.,abeyance -> absance -> absence,A bay vacancy - Found a free hotel at a bay-you will suspend yourself for a break,abey-ance,due to delay in dance..the people frustrated..Due to aeyance people frustrated in the show..,"Relate the word to the singer ""Beyonce Knowles""......suspended her singing(action) becoz of her age but not retried",,,,,,
819,redoubtable,redoubtable can be re+doubt(able)..so if you have REpeated DOUBTs in any subject just before the exam; it might CAUSE  FEAR,"it can be splitted like
re+doubt+able considering which can show that the thing which is able to create doubt again and again.and those things always create fear..",Someone who is ABLE to READ your DOUBTS without you even expressing them is awe-inspiring and worthy of honor.,Means REpeated-Doubts that one cannot answer; and it causes fear. Likewise;one who can clear all the doubts at a shot is highly worthy & respectable (sec meaning),we FEAR and think to RE-DOUBT on a respectABLE person,Sounds like <B>red audible</B>. A quarterback that is confident enough to call audibles is deserving of respect/honor. Also; audibles are sometimes used as an intimidation factor; or in other words to stir a slight fear.,REDOUBTABLE - worthy of respect and honor. It sounds like - RED OUT TABLE ; only people who are worthy of respect were invited to dine in the RED TABLE THAT IS OUT.,Re + Doubt able >> If some is in re and re doubt passing in some subject; it creates a fear in exam about that subject,,,,,,,,,,,,,,,,,,
820,coy,COY --> tOY --> children are RELUCTANT to give their tOYs to others.,sounds like TOY--some children have SHYNESS for sharing their toys with others.,my gf says oye!! when she need me to do things(u know wat)!!coz shez a bit shy n modest to ask me directly!!:),coy=  little calm+oye;(oye =hey in telugu);if ur asking to be calm;ur asking him to be a bit secretive,De-coy means to make shy ppl to come and be comfortable. Hence coy means shy; modest,Coy Demure,,,,,,,,,,,,,,,,,,,,
821,disperse,Things scattered from her purse.,Disburse money to the poor people from your purse .,,,,,,,,,,,,,,,,,,,,,,,,
822,shrill,when there is a THRILL; possibly we hear a SHRILL(sound or cry). i.e. loud sound.,,,,,,,,,,,,,,,,,,,,,,,,,
823,impudent,"""Im"" is the prefix meaning ""not."" ""Pudent"" sounds like ""prudent."" So someone who is impudent; is not prudent: he is insulting and rude.",sounds like impunity; which means immune from punishment; which is characteristic of those who are shamelessly bold; insolent; impertinent = impudent.,IMPUre stuDENT - such a student is kept in for impudent behaviour,If you say someone that you are IMPOTENT...it will be IMPUDENT...,dentist always disrespects our teeth,One who has impudent behavior full of sassy disrespect also usually thinks he deserves impunity.,split as imp+u+dent >> imp=important; u=you; dent=teeth => ur teeth is important to u; but the dentist remove it boldly; and are harsh to it..,,,,,,,,,,,,,,,,,,,
824,burnish,Remember Varnish - used on wooden things to make them shine,burnish-this brings us to the word ;cald furnish;ie ; polishing and rubbing to make it shine..,BURNT thing is polished TO MAKE it SHINY.,BURNish: Clay work is burned and POLISHed before selling..,BURN-ish; can be interpreted as giving burnish texture; i.e. POLISH,,,,,,,,,,,,,,,,,,,,,
825,wily,wily - à®µà®¿à®²à¯à®²à®¿... in tamil...villy means villain; artful; cunning,sounds like willy which means someone who wants to fulfill his will by any means. He has to be clever to do so.,Wiley Coyote tried to trick Road Runner. (cartoon),WILY=WILling to trick people what anyone wants to have,WILLY(a lot of will)...WILY people are cunning,Pronounced opposite..it is 'evil',its look lilly .lilly is crafty;artfull girl,"wily is like witty
witty ppl can be crafty; artful; cunning",sounds like silly(meaning foolish and dumb): so wily is the opposite of silly meaning artful and cunning.,wil+y : one who has a wil and can do anything to complete his wil; WILY,i will memorise it as WILLY as BILLY; as when billy mkes amew sound ;its very CUNNING  to me.,Wily and slily; both are similar and they mean; cunning.,it sounds like willy of willy wonka movie ; in which he decepts  people,wily( vie + lily ) : he vies but puts lily flower in ear... cunning,wily = (West Indies) + lying.west indies bowlers are always using tricky method to fool the opposition batsman.,,,,,,,,,,,
826,quandary,quantary relates to quantum physics;which is so complex that it leaves you in DILEMMA about the UNCERTAINITY of photon,this word quandary sounds like wandering so if you are in a DILEMMA you wander all around the streets.....,I was in dilemma whether I give my cloths to laundry or wash them at home,Quandry=quants+vocabulary .wat to study for gre.confusion and dilemma.,In a QUANDARY about whether to suicide in QUAN (well) or DARYa (river),kon + da + (ko)ri,sounds like Q(why)+ DARI(fear).....when we r in dilemma we become frightened so people ask us why r u in fear??,QUAN(KAUN) bolega DARY(route or way) i am in a dilemma...,,Quandary - Foundary - Legendary .. Whether this foundry has been built by the legendary Casanova; Barney Stinson; or not is still a mystery.,"quandary: i am in dilemma; whom(Quan) of these 2 girls are ""dar rahi"" (dary)",i am in dilemma ki wo mujhse q (qua)+ dary(dar rahi) hai,remeber QUESTION!,,,,,,,,,,,,,
